"location","location_ascii","apoe","M","D","I-PGA","I-Sas","I-Tc","I-Td","II-PGA","II-Sas","II-Tc","II-Td","III-PGA","III-Sas","III-Tc","III-Td","IV-PGA","IV-Sas","IV-Tc","IV-Td","V-PGA","V-Sas","V-Tc","V-Td","VI-PGA","VI-Sas","VI-Tc","VI-Td"
"-39.3~175.5","-39.3~175.5","1/2500",7.5,">20",0.75,1.73,0.3,1.6,0.82,1.81,0.38,1.8,0.84,1.81,0.49,2.0,0.73,1.75,0.61,2.5,0.63,1.71,0.74,2.6,0.64,1.67,0.95,2.6
"-39.3~175.6","-39.3~175.6","1/25",6.8,"n/a",0.06,0.14,0.3,1.2,0.08,0.16,0.36,1.2,0.09,0.19,0.41,1.2,0.1,0.22,0.46,1.3,0.11,0.25,0.47,1.3,0.11,0.28,0.52,1.4
"-39.3~175.6","-39.3~175.6","1/50",6.9,"n/a",0.1,0.22,0.31,1.4,0.12,0.26,0.36,1.4,0.14,0.3,0.42,1.4,0.15,0.34,0.48,1.5,0.16,0.37,0.52,1.5,0.17,0.41,0.57,1.6
"-39.3~175.6","-39.3~175.6","1/100",7.1,"n/a",0.16,0.35,0.31,1.5,0.19,0.4,0.37,1.5,0.21,0.45,0.44,1.5,0.22,0.5,0.5,1.6,0.22,0.53,0.55,1.7,0.23,0.57,0.62,1.8
"-39.3~175.6","-39.3~175.6","1/250",7.2,"n/a",0.27,0.59,0.31,1.7,0.31,0.66,0.38,1.6,0.33,0.72,0.46,1.6,0.34,0.77,0.54,1.8,0.32,0.79,0.6,2.0,0.33,0.83,0.67,2.3
"-39.3~175.6","-39.3~175.6","1/500",7.3,">20",0.38,0.85,0.31,1.7,0.43,0.93,0.38,1.7,0.46,0.99,0.47,1.8,0.44,1.02,0.57,2.0,0.4,1.03,0.64,2.2,0.41,1.05,0.76,2.4
"-39.3~175.6","-39.3~175.6","1/1000",7.4,">20",0.53,1.2,0.31,1.6,0.59,1.29,0.38,1.7,0.62,1.32,0.49,1.8,0.56,1.32,0.59,2.2,0.5,1.32,0.67,2.5,0.51,1.31,0.85,2.5
"-39.3~175.6","-39.3~175.6","1/2500",7.5,">20",0.79,1.81,0.3,1.6,0.86,1.89,0.38,1.8,0.87,1.87,0.5,1.9,0.75,1.81,0.62,2.4,0.65,1.76,0.75,2.6,0.65,1.7,0.98,2.6
"-39.3~175.7","-39.3~175.7","1/25",6.8,"n/a",0.07,0.14,0.31,1.1,0.08,0.17,0.35,1.2,0.09,0.2,0.4,1.2,0.1,0.23,0.45,1.3,0.11,0.25,0.48,1.3,0.12,0.29,0.51,1.4
"-39.3~175.7","-39.3~175.7","1/50",6.9,"n/a",0.11,0.23,0.31,1.3,0.12,0.27,0.36,1.4,0.14,0.31,0.42,1.4,0.16,0.35,0.48,1.4,0.16,0.38,0.52,1.5,0.17,0.42,0.57,1.6
"-39.3~175.7","-39.3~175.7","1/100",7.1,"n/a",0.16,0.36,0.31,1.5,0.19,0.41,0.37,1.5,0.21,0.46,0.44,1.5,0.23,0.51,0.51,1.6,0.22,0.54,0.56,1.6,0.23,0.58,0.62,1.8
"-39.3~175.7","-39.3~175.7","1/250",7.3,"n/a",0.27,0.61,0.31,1.6,0.31,0.68,0.38,1.6,0.34,0.74,0.46,1.6,0.34,0.78,0.54,1.8,0.32,0.8,0.61,2.0,0.33,0.84,0.68,2.2
"-39.3~175.7","-39.3~175.7","1/500",7.4,">20",0.39,0.87,0.31,1.6,0.44,0.95,0.38,1.7,0.47,1.0,0.48,1.7,0.45,1.04,0.57,2.0,0.41,1.05,0.63,2.3,0.42,1.07,0.76,2.4
"-39.3~175.7","-39.3~175.7","1/1000",7.4,">20",0.54,1.22,0.3,1.7,0.6,1.3,0.38,1.7,0.63,1.34,0.48,1.9,0.57,1.34,0.59,2.2,0.51,1.33,0.67,2.5,0.52,1.32,0.85,2.5
"-39.3~175.7","-39.3~175.7","1/2500",7.5,">20",0.8,1.83,0.3,1.6,0.86,1.9,0.38,1.8,0.88,1.89,0.49,2.0,0.76,1.82,0.62,2.4,0.65,1.77,0.75,2.5,0.66,1.71,0.97,2.6
"-39.3~175.8","-39.3~175.8","1/25",6.8,"n/a",0.07,0.15,0.29,1.2,0.08,0.17,0.36,1.1,0.09,0.2,0.41,1.2,0.11,0.24,0.44,1.3,0.11,0.26,0.47,1.3,0.12,0.29,0.52,1.4
"-39.3~175.8","-39.3~175.8","1/50",6.9,"n/a",0.11,0.24,0.3,1.4,0.13,0.28,0.35,1.4,0.15,0.32,0.41,1.4,0.16,0.36,0.47,1.5,0.16,0.39,0.52,1.4,0.17,0.43,0.57,1.5
"-39.3~175.8","-39.3~175.8","1/100",7.1,"n/a",0.17,0.37,0.31,1.5,0.2,0.42,0.37,1.5,0.22,0.47,0.44,1.5,0.23,0.52,0.51,1.5,0.23,0.55,0.56,1.6,0.24,0.59,0.62,1.8
"-39.3~175.8","-39.3~175.8","1/250",7.3,"n/a",0.28,0.62,0.31,1.6,0.32,0.69,0.38,1.6,0.35,0.75,0.46,1.6,0.35,0.8,0.54,1.8,0.33,0.82,0.6,2.0,0.34,0.85,0.68,2.3
"-39.3~175.8","-39.3~175.8","1/500",7.4,">20",0.4,0.89,0.31,1.6,0.45,0.97,0.38,1.7,0.48,1.03,0.47,1.7,0.46,1.05,0.57,2.0,0.42,1.07,0.63,2.2,0.43,1.08,0.76,2.4
"-39.3~175.8","-39.3~175.8","1/1000",7.5,">20",0.55,1.25,0.3,1.7,0.61,1.33,0.38,1.7,0.64,1.36,0.49,1.8,0.58,1.36,0.59,2.2,0.52,1.35,0.67,2.5,0.53,1.34,0.85,2.5
"-39.3~175.8","-39.3~175.8","1/2500",7.6,">20",0.82,1.88,0.29,1.8,0.89,1.95,0.38,1.7,0.9,1.92,0.49,2.0,0.77,1.85,0.61,2.5,0.66,1.8,0.74,2.6,0.67,1.73,0.97,2.6
"-39.3~175.9","-39.3~175.9","1/25",6.8,"n/a",0.07,0.15,0.3,1.1,0.08,0.18,0.34,1.2,0.1,0.21,0.4,1.2,0.11,0.24,0.44,1.3,0.11,0.27,0.46,1.3,0.12,0.3,0.52,1.3
"-39.3~175.9","-39.3~175.9","1/50",6.9,"n/a",0.11,0.25,0.3,1.3,0.13,0.29,0.35,1.3,0.15,0.33,0.41,1.4,0.16,0.37,0.47,1.4,0.17,0.4,0.51,1.5,0.18,0.44,0.56,1.6
"-39.3~175.9","-39.3~175.9","1/100",7.1,"n/a",0.17,0.38,0.3,1.6,0.2,0.43,0.37,1.5,0.23,0.49,0.43,1.5,0.24,0.53,0.51,1.5,0.23,0.56,0.56,1.6,0.24,0.6,0.62,1.8
"-39.3~175.9","-39.3~175.9","1/250",7.3,"n/a",0.29,0.64,0.31,1.6,0.33,0.71,0.38,1.5,0.36,0.77,0.46,1.6,0.36,0.81,0.54,1.8,0.33,0.84,0.6,2.0,0.35,0.87,0.68,2.2
"-39.3~175.9","-39.3~175.9","1/500",7.4,">20",0.41,0.92,0.31,1.6,0.46,1.0,0.38,1.6,0.49,1.05,0.47,1.7,0.47,1.08,0.57,1.9,0.43,1.09,0.63,2.3,0.44,1.1,0.76,2.4
"-39.3~175.9","-39.3~175.9","1/1000",7.5,">20",0.57,1.29,0.3,1.7,0.63,1.37,0.38,1.7,0.66,1.4,0.48,1.8,0.59,1.39,0.59,2.2,0.53,1.38,0.67,2.5,0.54,1.36,0.85,2.5
"-39.3~175.9","-39.3~175.9","1/2500",7.6,">20",0.85,1.95,0.29,1.7,0.92,2.01,0.37,1.9,0.93,1.98,0.49,2.0,0.79,1.89,0.61,2.6,0.68,1.83,0.75,2.6,0.68,1.76,0.97,2.7
"-39.3~176.0","-39.3~176.0","1/25",6.7,"n/a",0.07,0.16,0.29,1.1,0.09,0.18,0.35,1.2,0.1,0.22,0.38,1.2,0.11,0.25,0.43,1.3,0.12,0.27,0.47,1.3,0.13,0.3,0.52,1.4
"-39.3~176.0","-39.3~176.0","1/50",6.9,"n/a",0.12,0.26,0.29,1.3,0.14,0.29,0.36,1.3,0.15,0.34,0.41,1.3,0.17,0.38,0.47,1.4,0.17,0.41,0.51,1.4,0.18,0.45,0.56,1.6
"-39.3~176.0","-39.3~176.0","1/100",7.1,"n/a",0.18,0.4,0.3,1.4,0.21,0.45,0.36,1.5,0.23,0.5,0.43,1.5,0.25,0.55,0.5,1.5,0.24,0.57,0.56,1.6,0.25,0.61,0.62,1.8
"-39.3~176.0","-39.3~176.0","1/250",7.3,"n/a",0.3,0.67,0.3,1.6,0.34,0.74,0.37,1.6,0.37,0.8,0.45,1.6,0.37,0.84,0.54,1.8,0.34,0.85,0.6,2.0,0.35,0.88,0.68,2.3
"-39.3~176.0","-39.3~176.0","1/500",7.4,">20",0.43,0.96,0.3,1.7,0.48,1.04,0.38,1.6,0.51,1.09,0.47,1.7,0.48,1.11,0.56,2.0,0.44,1.11,0.63,2.3,0.45,1.12,0.77,2.4
"-39.3~176.0","-39.3~176.0","1/1000",7.5,">20",0.6,1.35,0.3,1.6,0.66,1.43,0.38,1.6,0.68,1.45,0.48,1.8,0.61,1.43,0.59,2.2,0.54,1.41,0.68,2.4,0.55,1.39,0.86,2.5
"-39.3~176.0","-39.3~176.0","1/2500",7.6,">20",0.89,2.04,0.29,1.7,0.96,2.09,0.37,1.8,0.96,2.04,0.49,2.0,0.82,1.94,0.61,2.6,0.69,1.87,0.76,2.6,0.7,1.79,0.99,2.7
"-39.3~176.1","-39.3~176.1","1/25",6.7,"n/a",0.08,0.16,0.29,1.1,0.09,0.19,0.34,1.1,0.1,0.22,0.39,1.2,0.11,0.25,0.44,1.3,0.12,0.28,0.46,1.3,0.13,0.31,0.51,1.4
"-39.3~176.1","-39.3~176.1","1/50",6.9,"n/a",0.12,0.26,0.3,1.3,0.14,0.3,0.35,1.3,0.16,0.35,0.4,1.4,0.17,0.39,0.46,1.4,0.18,0.41,0.52,1.4,0.19,0.45,0.57,1.5
"-39.3~176.1","-39.3~176.1","1/100",7.1,"n/a",0.19,0.41,0.3,1.4,0.22,0.46,0.36,1.5,0.24,0.52,0.42,1.5,0.25,0.56,0.5,1.5,0.24,0.59,0.55,1.6,0.26,0.63,0.61,1.8
"-39.3~176.1","-39.3~176.1","1/250",7.3,"n/a",0.32,0.7,0.3,1.6,0.36,0.77,0.37,1.5,0.39,0.83,0.45,1.6,0.38,0.86,0.54,1.8,0.35,0.88,0.6,2.0,0.36,0.9,0.68,2.3
"-39.3~176.1","-39.3~176.1","1/500",7.4,">20",0.45,1.01,0.3,1.6,0.51,1.09,0.37,1.6,0.53,1.13,0.47,1.7,0.5,1.14,0.57,2.0,0.45,1.14,0.64,2.2,0.46,1.14,0.78,2.4
"-39.3~176.1","-39.3~176.1","1/1000",7.5,">20",0.63,1.42,0.3,1.6,0.69,1.49,0.38,1.6,0.71,1.51,0.48,1.8,0.63,1.47,0.59,2.2,0.56,1.45,0.68,2.5,0.56,1.41,0.88,2.5
"-39.3~176.1","-39.3~176.1","1/2500",7.6,">20",0.94,2.15,0.29,1.7,1.0,2.19,0.37,1.8,1.01,2.12,0.49,2.1,0.84,2.0,0.62,2.6,0.71,1.92,0.77,2.7,0.71,1.83,1.0,2.8
"-39.3~176.2","-39.3~176.2","1/25",6.7,"n/a",0.08,0.17,0.28,1.1,0.09,0.19,0.34,1.2,0.1,0.23,0.38,1.2,0.12,0.26,0.43,1.2,0.12,0.28,0.47,1.3,0.13,0.31,0.52,1.3
"-39.3~176.2","-39.3~176.2","1/50",6.9,"n/a",0.12,0.27,0.29,1.3,0.14,0.31,0.35,1.3,0.16,0.36,0.4,1.3,0.18,0.4,0.46,1.4,0.18,0.42,0.51,1.4,0.19,0.46,0.56,1.6
"-39.3~176.2","-39.3~176.2","1/100",7.1,"n/a",0.19,0.43,0.29,1.4,0.22,0.48,0.36,1.4,0.25,0.53,0.43,1.4,0.26,0.57,0.5,1.5,0.25,0.6,0.55,1.6,0.26,0.64,0.61,1.8
"-39.3~176.2","-39.3~176.2","1/250",7.3,"n/a",0.33,0.73,0.3,1.5,0.37,0.8,0.37,1.5,0.4,0.85,0.45,1.6,0.39,0.88,0.54,1.8,0.36,0.9,0.6,2.0,0.37,0.92,0.69,2.2
"-39.3~176.2","-39.3~176.2","1/500",7.4,">20",0.47,1.06,0.3,1.5,0.53,1.13,0.37,1.7,0.56,1.17,0.47,1.7,0.51,1.17,0.57,2.0,0.46,1.17,0.64,2.3,0.47,1.16,0.79,2.4
"-39.3~176.2","-39.3~176.2","1/1000",7.5,">20",0.66,1.49,0.3,1.6,0.72,1.56,0.38,1.6,0.74,1.56,0.48,1.9,0.66,1.52,0.6,2.2,0.57,1.48,0.7,2.5,0.58,1.44,0.9,2.6
"-39.3~176.2","-39.3~176.2","1/2500",7.6,">20",0.99,2.26,0.29,1.7,1.05,2.3,0.37,1.9,1.05,2.21,0.5,2.0,0.87,2.06,0.64,2.6,0.73,1.97,0.79,2.7,0.73,1.86,1.0,3.1
"-39.3~176.3","-39.3~176.3","1/25",6.7,"n/a",0.08,0.17,0.28,1.1,0.09,0.2,0.33,1.1,0.11,0.23,0.38,1.2,0.12,0.26,0.43,1.3,0.12,0.29,0.46,1.3,0.13,0.32,0.51,1.3
"-39.3~176.3","-39.3~176.3","1/50",6.9,"n/a",0.13,0.28,0.28,1.3,0.15,0.32,0.34,1.3,0.17,0.36,0.4,1.3,0.18,0.4,0.46,1.4,0.18,0.43,0.5,1.5,0.19,0.46,0.57,1.5
"-39.3~176.3","-39.3~176.3","1/100",7.1,"n/a",0.2,0.44,0.29,1.4,0.23,0.49,0.36,1.4,0.25,0.54,0.42,1.5,0.26,0.58,0.5,1.5,0.25,0.61,0.55,1.6,0.27,0.64,0.62,1.8
"-39.3~176.3","-39.3~176.3","1/250",7.3,"n/a",0.34,0.76,0.3,1.5,0.39,0.83,0.37,1.5,0.42,0.88,0.45,1.6,0.4,0.9,0.54,1.8,0.37,0.91,0.61,2.0,0.38,0.93,0.7,2.2
"-39.3~176.3","-39.3~176.3","1/500",7.5,">20",0.5,1.11,0.3,1.5,0.55,1.18,0.37,1.7,0.58,1.21,0.47,1.7,0.53,1.21,0.57,2.1,0.47,1.19,0.65,2.3,0.48,1.18,0.81,2.4
"-39.3~176.3","-39.3~176.3","1/1000",7.6,">20",0.7,1.57,0.3,1.6,0.76,1.64,0.38,1.7,0.78,1.63,0.49,1.9,0.68,1.57,0.6,2.4,0.59,1.52,0.72,2.6,0.59,1.47,0.93,2.6
"-39.3~176.3","-39.3~176.3","1/2500",7.7,">20",1.05,2.4,0.29,1.7,1.11,2.43,0.38,1.8,1.1,2.31,0.51,2.1,0.91,2.13,0.66,2.7,0.76,2.02,0.83,2.8,0.75,1.9,1.1,2.9
"-39.3~176.4","-39.3~176.4","1/25",6.7,"n/a",0.08,0.17,0.29,1.1,0.09,0.2,0.33,1.1,0.11,0.23,0.38,1.2,0.12,0.27,0.42,1.2,0.13,0.29,0.46,1.3,0.13,0.32,0.51,1.3
"-39.3~176.4","-39.3~176.4","1/50",6.9,"n/a",0.13,0.28,0.29,1.2,0.15,0.32,0.34,1.3,0.17,0.37,0.4,1.3,0.18,0.4,0.47,1.4,0.19,0.43,0.51,1.4,0.2,0.47,0.56,1.5
"-39.3~176.4","-39.3~176.4","1/100",7.2,"n/a",0.2,0.44,0.3,1.4,0.23,0.5,0.35,1.4,0.26,0.55,0.42,1.4,0.27,0.59,0.5,1.5,0.26,0.61,0.55,1.7,0.27,0.65,0.61,1.9
"-39.3~176.4","-39.3~176.4","1/250",7.4,"n/a",0.35,0.78,0.3,1.5,0.4,0.85,0.37,1.5,0.43,0.9,0.45,1.6,0.41,0.92,0.54,1.8,0.38,0.93,0.61,2.0,0.39,0.94,0.71,2.3
"-39.3~176.4","-39.3~176.4","1/500",7.5,">20",0.53,1.17,0.3,1.5,0.58,1.24,0.37,1.7,0.61,1.26,0.48,1.7,0.55,1.24,0.58,2.1,0.49,1.22,0.66,2.4,0.49,1.2,0.83,2.5
"-39.3~176.4","-39.3~176.4","1/1000",7.7,">20",0.75,1.69,0.3,1.6,0.82,1.75,0.38,1.7,0.83,1.71,0.5,1.9,0.71,1.63,0.62,2.4,0.61,1.57,0.75,2.6,0.61,1.49,0.99,2.6
"-39.3~176.4","-39.3~176.4","1/2500",7.8,">20",1.14,2.61,0.29,1.8,1.21,2.63,0.39,1.9,1.19,2.47,0.53,2.2,0.96,2.25,0.7,2.8,0.79,2.1,0.89,2.9,0.78,1.97,1.2,2.9
"-39.3~176.5","-39.3~176.5","1/25",6.7,"n/a",0.08,0.17,0.29,1.1,0.09,0.2,0.33,1.1,0.11,0.23,0.39,1.1,0.12,0.27,0.42,1.2,0.13,0.29,0.46,1.3,0.14,0.32,0.51,1.3
"-39.3~176.5","-39.3~176.5","1/50",7.0,"n/a",0.13,0.28,0.29,1.3,0.15,0.32,0.34,1.3,0.17,0.37,0.4,1.3,0.19,0.41,0.46,1.3,0.19,0.43,0.51,1.4,0.2,0.47,0.56,1.5
"-39.3~176.5","-39.3~176.5","1/100",7.2,"n/a",0.21,0.45,0.29,1.4,0.24,0.5,0.36,1.4,0.26,0.56,0.42,1.4,0.27,0.6,0.49,1.5,0.26,0.62,0.55,1.6,0.27,0.65,0.62,1.8
"-39.3~176.5","-39.3~176.5","1/250",7.4,"n/a",0.37,0.8,0.3,1.5,0.41,0.87,0.37,1.5,0.44,0.92,0.45,1.6,0.42,0.94,0.54,1.8,0.38,0.94,0.61,2.0,0.39,0.95,0.71,2.3
"-39.3~176.5","-39.3~176.5","1/500",7.6,">20",0.55,1.21,0.3,1.6,0.6,1.29,0.37,1.7,0.63,1.3,0.48,1.7,0.56,1.27,0.59,2.1,0.5,1.25,0.66,2.5,0.5,1.21,0.85,2.5
"-39.3~176.5","-39.3~176.5","1/1000",7.7,">20",0.79,1.78,0.3,1.6,0.86,1.83,0.38,1.8,0.86,1.78,0.5,2.0,0.74,1.68,0.63,2.5,0.63,1.6,0.78,2.6,0.62,1.52,1.0,2.8
"-39.3~176.5","-39.3~176.5","1/2500",7.8,">20",1.22,2.77,0.3,1.7,1.28,2.78,0.39,2.0,1.25,2.58,0.54,2.3,1.0,2.33,0.73,2.9,0.82,2.16,0.94,2.9,0.8,2.02,1.3,2.8
"-39.3~176.6","-39.3~176.6","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.2,0.34,1.1,0.11,0.24,0.37,1.2,0.12,0.27,0.42,1.2,0.13,0.29,0.46,1.3,0.14,0.32,0.51,1.3
"-39.3~176.6","-39.3~176.6","1/50",7.0,"n/a",0.13,0.29,0.28,1.3,0.15,0.33,0.34,1.2,0.17,0.37,0.4,1.3,0.19,0.41,0.46,1.4,0.19,0.44,0.5,1.4,0.2,0.47,0.56,1.5
"-39.3~176.6","-39.3~176.6","1/100",7.2,"n/a",0.21,0.46,0.29,1.4,0.24,0.51,0.35,1.4,0.26,0.56,0.42,1.4,0.27,0.6,0.5,1.5,0.26,0.62,0.55,1.6,0.27,0.66,0.61,1.8
"-39.3~176.6","-39.3~176.6","1/250",7.4,"n/a",0.37,0.81,0.3,1.5,0.42,0.88,0.37,1.5,0.44,0.93,0.45,1.6,0.42,0.94,0.55,1.8,0.39,0.95,0.61,2.0,0.4,0.95,0.71,2.3
"-39.3~176.6","-39.3~176.6","1/500",7.6,">20",0.55,1.23,0.3,1.5,0.61,1.3,0.37,1.6,0.63,1.31,0.48,1.7,0.57,1.28,0.58,2.1,0.5,1.25,0.66,2.4,0.5,1.22,0.84,2.5
"-39.3~176.6","-39.3~176.6","1/1000",7.7,">20",0.8,1.79,0.29,1.7,0.86,1.85,0.38,1.7,0.87,1.79,0.5,1.9,0.74,1.68,0.62,2.5,0.63,1.61,0.76,2.6,0.63,1.52,1.0,2.7
"-39.3~176.6","-39.3~176.6","1/2500",7.8,">20",1.23,2.81,0.29,1.7,1.29,2.79,0.38,2.0,1.26,2.59,0.53,2.2,1.0,2.33,0.71,2.8,0.82,2.16,0.91,2.9,0.8,2.01,1.2,3.1
"-39.3~176.7","-39.3~176.7","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.21,0.32,1.1,0.11,0.24,0.37,1.2,0.12,0.27,0.43,1.2,0.13,0.3,0.45,1.2,0.14,0.33,0.5,1.3
"-39.3~176.7","-39.3~176.7","1/50",6.9,"n/a",0.13,0.29,0.28,1.3,0.15,0.33,0.34,1.3,0.17,0.38,0.39,1.3,0.19,0.41,0.46,1.4,0.19,0.44,0.5,1.4,0.2,0.48,0.55,1.5
"-39.3~176.7","-39.3~176.7","1/100",7.2,"n/a",0.21,0.46,0.29,1.4,0.24,0.51,0.35,1.4,0.27,0.57,0.42,1.4,0.28,0.61,0.49,1.5,0.26,0.63,0.54,1.7,0.28,0.66,0.61,1.8
"-39.3~176.7","-39.3~176.7","1/250",7.4,"n/a",0.37,0.82,0.29,1.5,0.42,0.88,0.37,1.5,0.44,0.93,0.45,1.6,0.42,0.94,0.54,1.8,0.39,0.95,0.6,2.1,0.4,0.95,0.71,2.3
"-39.3~176.7","-39.3~176.7","1/500",7.6,">20",0.55,1.22,0.29,1.6,0.61,1.29,0.37,1.6,0.63,1.3,0.47,1.7,0.57,1.27,0.58,2.1,0.5,1.25,0.65,2.4,0.5,1.22,0.83,2.4
"-39.3~176.7","-39.3~176.7","1/1000",7.7,">20",0.8,1.78,0.29,1.6,0.85,1.83,0.37,1.7,0.86,1.77,0.49,1.9,0.73,1.67,0.61,2.4,0.63,1.6,0.74,2.5,0.62,1.51,0.97,2.6
"-39.3~176.7","-39.3~176.7","1/2500",7.8,">20",1.22,2.79,0.28,1.7,1.28,2.75,0.37,1.9,1.24,2.54,0.51,2.1,0.99,2.29,0.67,2.8,0.81,2.13,0.86,2.8,0.8,1.98,1.2,2.6
"-39.3~176.8","-39.3~176.8","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.21,0.32,1.1,0.11,0.24,0.38,1.1,0.12,0.27,0.43,1.2,0.13,0.3,0.45,1.2,0.14,0.33,0.5,1.3
"-39.3~176.8","-39.3~176.8","1/50",6.9,"n/a",0.13,0.29,0.28,1.3,0.16,0.33,0.34,1.3,0.18,0.38,0.39,1.3,0.19,0.42,0.45,1.4,0.19,0.44,0.5,1.4,0.2,0.48,0.55,1.5
"-39.3~176.8","-39.3~176.8","1/100",7.2,"n/a",0.21,0.46,0.29,1.4,0.24,0.52,0.35,1.4,0.27,0.57,0.42,1.4,0.28,0.61,0.49,1.5,0.27,0.63,0.54,1.7,0.28,0.66,0.61,1.8
"-39.3~176.8","-39.3~176.8","1/250",7.4,"n/a",0.37,0.82,0.29,1.5,0.42,0.89,0.36,1.5,0.44,0.93,0.45,1.5,0.42,0.95,0.54,1.7,0.39,0.95,0.6,2.0,0.4,0.95,0.7,2.3
"-39.3~176.8","-39.3~176.8","1/500",7.6,">20",0.55,1.23,0.29,1.5,0.61,1.29,0.37,1.5,0.63,1.3,0.47,1.7,0.57,1.27,0.57,2.1,0.5,1.25,0.64,2.4,0.51,1.22,0.81,2.4
"-39.3~176.8","-39.3~176.8","1/1000",7.7,">20",0.8,1.79,0.29,1.5,0.86,1.83,0.37,1.6,0.86,1.77,0.48,1.8,0.74,1.67,0.6,2.3,0.63,1.59,0.72,2.5,0.63,1.51,0.94,2.6
"-39.3~176.8","-39.3~176.8","1/2500",7.8,">20",1.24,2.83,0.27,1.7,1.29,2.77,0.36,1.8,1.25,2.55,0.5,2.0,0.99,2.29,0.65,2.7,0.82,2.13,0.83,2.7,0.8,1.97,1.1,2.9
"-39.3~176.9","-39.3~176.9","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.21,0.33,1.1,0.11,0.24,0.38,1.1,0.12,0.28,0.41,1.2,0.13,0.3,0.45,1.2,0.14,0.33,0.5,1.3
"-39.3~176.9","-39.3~176.9","1/50",6.9,"n/a",0.13,0.3,0.28,1.2,0.16,0.34,0.33,1.3,0.18,0.38,0.39,1.3,0.19,0.42,0.45,1.4,0.19,0.45,0.49,1.4,0.2,0.48,0.55,1.5
"-39.3~176.9","-39.3~176.9","1/100",7.1,"n/a",0.21,0.47,0.29,1.3,0.24,0.52,0.35,1.4,0.27,0.57,0.42,1.4,0.28,0.61,0.49,1.5,0.27,0.63,0.54,1.6,0.28,0.66,0.61,1.8
"-39.3~176.9","-39.3~176.9","1/250",7.4,"n/a",0.37,0.82,0.29,1.5,0.42,0.89,0.36,1.5,0.45,0.93,0.45,1.5,0.43,0.95,0.53,1.8,0.39,0.95,0.6,2.0,0.4,0.96,0.69,2.3
"-39.3~176.9","-39.3~176.9","1/500",7.5,">20",0.56,1.24,0.29,1.5,0.61,1.3,0.36,1.6,0.63,1.31,0.46,1.7,0.57,1.28,0.56,2.0,0.5,1.25,0.64,2.3,0.51,1.22,0.8,2.4
"-39.3~176.9","-39.3~176.9","1/1000",7.7,">20",0.81,1.82,0.28,1.5,0.87,1.84,0.37,1.5,0.87,1.78,0.48,1.8,0.74,1.67,0.59,2.3,0.63,1.59,0.71,2.5,0.63,1.52,0.92,2.6
"-39.3~176.9","-39.3~176.9","1/2500",7.8,">20",1.27,2.88,0.27,1.6,1.31,2.81,0.36,1.7,1.26,2.58,0.49,2.0,1.0,2.3,0.64,2.6,0.82,2.13,0.82,2.6,0.81,1.97,1.1,2.7
"-39.3~177.0","-39.3~177.0","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.21,0.33,1.0,0.11,0.24,0.38,1.1,0.12,0.28,0.41,1.2,0.13,0.3,0.45,1.2,0.14,0.33,0.5,1.3
"-39.3~177.0","-39.3~177.0","1/50",6.9,"n/a",0.13,0.3,0.28,1.2,0.16,0.34,0.33,1.3,0.18,0.38,0.39,1.3,0.19,0.42,0.45,1.4,0.19,0.45,0.49,1.4,0.2,0.48,0.55,1.5
"-39.3~177.0","-39.3~177.0","1/100",7.1,"n/a",0.21,0.47,0.29,1.3,0.24,0.52,0.35,1.4,0.27,0.57,0.42,1.4,0.28,0.61,0.49,1.5,0.27,0.63,0.54,1.6,0.28,0.66,0.61,1.8
"-39.3~177.0","-39.3~177.0","1/250",7.4,"n/a",0.37,0.83,0.29,1.4,0.42,0.89,0.36,1.5,0.45,0.94,0.44,1.6,0.43,0.95,0.53,1.8,0.39,0.95,0.6,2.0,0.4,0.96,0.69,2.3
"-39.3~177.0","-39.3~177.0","1/500",7.5,">20",0.56,1.25,0.29,1.4,0.62,1.31,0.36,1.6,0.64,1.32,0.46,1.6,0.57,1.28,0.56,2.0,0.51,1.25,0.64,2.3,0.51,1.22,0.8,2.4
"-39.3~177.0","-39.3~177.0","1/1000",7.7,">20",0.83,1.85,0.28,1.5,0.88,1.87,0.36,1.6,0.88,1.8,0.48,1.7,0.75,1.68,0.59,2.2,0.64,1.6,0.71,2.4,0.63,1.52,0.92,2.5
"-39.3~177.0","-39.3~177.0","1/2500",7.8,">20",1.3,2.95,0.27,1.5,1.34,2.86,0.36,1.6,1.28,2.61,0.49,1.9,1.01,2.32,0.63,2.6,0.83,2.14,0.81,2.6,0.81,1.98,1.1,2.6
"-39.3~177.1","-39.3~177.1","1/25",6.7,"n/a",0.08,0.18,0.28,1.0,0.1,0.21,0.33,1.0,0.11,0.24,0.38,1.1,0.12,0.28,0.41,1.2,0.13,0.3,0.45,1.2,0.14,0.33,0.5,1.3
"-39.3~177.1","-39.3~177.1","1/50",6.9,"n/a",0.14,0.3,0.28,1.2,0.16,0.34,0.33,1.3,0.18,0.38,0.39,1.3,0.19,0.42,0.45,1.3,0.19,0.45,0.49,1.4,0.2,0.48,0.55,1.5
